host_gene_id,nested_gene_id,nested_gene_name,nested_gene_type,chromosome,nested_start,nested_end,intron_start,intron_end,transcript_id
ENSG00000232310.11,ENSG00000218772.2,FAM8A6P,processed_pseudogene,chr6,134603564,134604698,134540624,134672510,ENST00000650393.2
ENSG00000293692.1,ENSG00000229722.1,ENSG00000229722,lncRNA,chr6,134606299,134609437,134531065,134689262,ENST00000718397.1
ENSG00000232310.11,ENSG00000229722.1,ENSG00000229722,lncRNA,chr6,134606299,134609437,134540624,134672510,ENST00000650393.2
ENSG00000232310.11,ENSG00000227723.1,ENSG00000227723,lncRNA,chr6,134636489,134642495,134629959,134689262,ENST00000665479.1
ENSG00000293692.1,ENSG00000227723.1,ENSG00000227723,lncRNA,chr6,134636489,134642495,134531065,134689262,ENST00000718397.1
ENSG00000308852.1,ENSG00000308865.1,ENSG00000308865,lncRNA,chr6,134850191,134854186,134805794,134904534,ENST00000836833.1
ENSG00000308852.1,ENSG00000213117.4,MEMO1P2,processed_pseudogene,chr6,134897874,134898759,134805794,134904534,ENST00000836833.1
ENSG00000118514.16,ENSG00000240056.2,ENSG00000240056,lncRNA,chr6,134941392,134942450,134939416,134943818,ENST00000876155.2
ENSG00000112339.17,ENSG00000283409.1,MIR3662,miRNA,chr6,134979338,134979432,134979269,134982457,ENST00001115437.1
ENSG00000112339.17,ENSG00000232876.2,ENSG00000232876,lncRNA,chr6,135054992,135061346,135050648,135102927,ENST00000529882.5
ENSG00000118513.23,ENSG00000236703.1,MYB-AS1,lncRNA,chr6,135195083,135195995,135194461,135198907,ENST00000525369.6
ENSG00000135541.24,ENSG00000287094.2,ENSG00000287094,lncRNA,chr6,135323384,135327965,135323321,135358131,ENST00000527681.2
ENSG00000135541.24,ENSG00000201012.1,Y_RNA,misc_RNA,chr6,135474504,135474609,135467635,135490622,ENST00000680826.1
ENSG00000231028.12,ENSG00000226540.2,GAPDHP73,processed_pseudogene,chr6,135619165,135620171,135555131,135642192,ENST00000808299.1
ENSG00000231028.12,ENSG00000233534.3,LINC02524,lncRNA,chr6,135628787,135634681,135555131,135642192,ENST00000808299.1
ENSG00000231028.12,ENSG00000217482.2,HMGB1P17,processed_pseudogene,chr6,135636086,135636713,135635852,135642192,ENST00000438618.2
ENSG00000231028.12,ENSG00000236378.2,ENSG00000236378,lncRNA,chr6,135796362,135808489,135776778,135809846,ENST00000685995.1
ENSG00000231028.12,ENSG00000286313.3,ENSG00000286313,lncRNA,chr6,135854036,135880942,135810771,135894494,ENST00000808297.1
ENSG00000171408.15,ENSG00000286313.3,ENSG00000286313,lncRNA,chr6,135854036,135880942,135852020,135947463,ENST00001120685.1
ENSG00000231028.12,ENSG00000288054.1,ENSG00000288054,lncRNA,chr6,135882780,135888133,135810771,135894494,ENST00000808297.1
ENSG00000171408.15,ENSG00000288054.1,ENSG00000288054,lncRNA,chr6,135882780,135888133,135852020,135947463,ENST00001120685.1
ENSG00000171408.15,ENSG00000213111.5,COX5BP2,transcribed_processed_pseudogene,chr6,136034553,136034886,135947525,136108730,ENST00001134892.1
ENSG00000237596.8,ENSG00000213111.5,COX5BP2,transcribed_processed_pseudogene,chr6,136034553,136034886,136012714,136070223,ENST00000626414.1
ENSG00000237596.8,ENSG00000277973.1,ENSG00000277973,processed_pseudogene,chr6,136206478,136206860,136162349,136225537,ENST00000655618.1
ENSG00000289312.2,ENSG00000309301.1,ENSG00000309301,lncRNA,chr6,136290028,136290399,136289385,136292603,ENST00000840086.1
ENSG00000293092.2,ENSG00000260418.1,ENSG00000260418,lncRNA,chr6,136335714,136336087,136326167,136364678,ENST00000754117.1
ENSG00000293092.2,ENSG00000220660.3,ENSG00000220660,transcribed_processed_pseudogene,chr6,136364129,136364462,136326167,136364678,ENST00000754117.1
ENSG00000135525.21,ENSG00000220660.3,ENSG00000220660,transcribed_processed_pseudogene,chr6,136364129,136364462,136362703,136365734,ENST00000544465.6
ENSG00000135525.21,ENSG00000216613.2,ENSG00000216613,processed_pseudogene,chr6,136419847,136420425,136411698,136421700,ENST00000544465.6
ENSG00000135525.21,ENSG00000218424.2,NDUFS5P1,processed_pseudogene,chr6,136475862,136476150,136421800,136525831,ENST00000438100.7
ENSG00000135525.21,ENSG00000271765.1,RN7SKP299,misc_RNA,chr6,136545192,136545492,136421800,136550341,ENST00000616617.5
ENSG00000197442.13,ENSG00000234263.3,MAP3K5-AS1,lncRNA,chr6,136629066,136648198,136622982,136656306,ENST00000903038.2
ENSG00000234263.3,ENSG00000212242.1,RNA5SP219,rRNA_pseudogene,chr6,136630243,136630355,136629277,136636930,ENST00000432477.2
ENSG00000197442.13,ENSG00000212242.1,RNA5SP219,rRNA_pseudogene,chr6,136630243,136630355,136622982,136637324,ENST00000903037.2
ENSG00000197442.13,ENSG00000296207.1,ENSG00000296207,lncRNA,chr6,136756531,136764040,136720590,136791709,ENST00000903037.2
ENSG00000197442.13,ENSG00000286646.3,MAP3K5-AS2,lncRNA,chr6,136784007,136786402,136720590,136791709,ENST00000903037.2
ENSG00000112357.16,ENSG00000201807.1,ENSG00000201807,snoRNA,chr6,136855698,136855831,136846182,136866626,ENST00001120316.1
ENSG00000112357.16,ENSG00000213109.5,RPL7AP37,transcribed_processed_pseudogene,chr6,136900378,136901157,136898242,136903687,ENST00001122182.1
ENSG00000293815.1,ENSG00000293844.1,ENSG00000293844,lncRNA,chr6,137351947,137359462,137334757,137377506,ENST00000719209.1
ENSG00000306409.1,ENSG00000177468.7,OLIG3,protein_coding,chr6,137492199,137494394,137429834,137498114,ENST00000818123.1
ENSG00000230533.6,ENSG00000283265.1,ENSG00000283265,lncRNA,chr6,137693068,137700415,137688690,137716780,ENST00000646621.1
ENSG00000230533.6,ENSG00000303318.1,ENSG00000303318,lncRNA,chr6,137698464,137717657,137674125,137763816,ENST00000635999.1
ENSG00000230533.6,ENSG00000220412.1,PTPN11P3,processed_pseudogene,chr6,137705423,137707201,137688690,137716780,ENST00000646621.1
ENSG00000303318.1,ENSG00000220412.1,PTPN11P3,processed_pseudogene,chr6,137705423,137707201,137699530,137708034,ENST00000793597.1
ENSG00000230533.6,ENSG00000305792.1,ENSG00000305792,lncRNA,chr6,137718914,137724192,137674125,137763816,ENST00000635999.1
ENSG00000305792.1,ENSG00000305809.1,ENSG00000305809,lncRNA,chr6,137721136,137723720,137719519,137723946,ENST00000812974.1
ENSG00000230533.6,ENSG00000305809.1,ENSG00000305809,lncRNA,chr6,137721136,137723720,137674125,137763816,ENST00000635999.1
ENSG00000230533.6,ENSG00000306931.1,ENSG00000306931,lncRNA,chr6,137729062,137730180,137674125,137763816,ENST00000635999.1
ENSG00000234956.8,ENSG00000306948.1,ENSG00000306948,lncRNA,chr6,137737840,137738331,137731246,137738708,ENST00000411615.5
ENSG00000230533.6,ENSG00000306948.1,ENSG00000306948,lncRNA,chr6,137737840,137738331,137674125,137763816,ENST00000635999.1
ENSG00000234956.8,ENSG00000207300.1,Y_RNA,misc_RNA,chr6,137784374,137784486,137730598,137784731,ENST00000645996.1
ENSG00000234956.8,ENSG00000306090.1,ENSG00000306090,lncRNA,chr6,137790699,137791001,137784857,137792747,ENST00000645996.1
ENSG00000229922.6,ENSG00000226004.3,SIMALR,lncRNA,chr6,137941029,137957702,137931696,137972242,ENST00000752757.1
ENSG00000229922.6,ENSG00000219463.1,RPSAP42,processed_pseudogene,chr6,137995270,137996147,137972349,137999497,ENST00000752757.1
ENSG00000112379.11,ENSG00000254440.3,PBOV1,protein_coding,chr6,138215986,138218491,138210042,138229783,ENST00000895851.2
ENSG00000135540.14,ENSG00000266555.1,MIR3145,miRNA,chr6,138435213,138435294,138433681,138441982,ENST00001136076.1
ENSG00000135540.14,ENSG00000274594.1,ENSG00000274594,processed_pseudogene,chr6,138464099,138464383,138447194,138473305,ENST00001136076.1
ENSG00000135540.14,ENSG00000216802.1,MTCH1P1,processed_pseudogene,chr6,138650226,138650973,138496372,138692475,ENST00000491526.8
ENSG00000203734.14,ENSG00000299751.1,ENSG00000299751,lncRNA,chr6,138820721,138833893,138814604,138838351,ENST00000367682.7
ENSG00000203734.14,ENSG00000225415.2,ACKR4P1,processed_pseudogene,chr6,138822747,138823799,138814604,138838351,ENST00000367682.7
ENSG00000299751.1,ENSG00000225415.2,ACKR4P1,processed_pseudogene,chr6,138822747,138823799,138821428,138825094,ENST00000766022.1
ENSG00000203734.14,ENSG00000293184.1,ENSG00000293184,lncRNA,chr6,138878899,138879407,138876559,138880956,ENST00000367682.7
ENSG00000203734.14,ENSG00000220600.3,ENSG00000220600,transcribed_processed_pseudogene,chr6,138879043,138879319,138876559,138880956,ENST00000367682.7
ENSG00000226571.3,ENSG00000218565.2,ENSG00000218565,transcribed_processed_pseudogene,chr6,139338018,139339580,139286903,139368787,ENST00000775572.1
ENSG00000226571.3,ENSG00000301069.1,ENSG00000301069,lncRNA,chr6,139338104,139339814,139286903,139368787,ENST00000775572.1
ENSG00000226571.3,ENSG00000164442.13,CITED2,protein_coding,chr6,139370966,139375909,139286903,139381980,ENST00000775571.1
ENSG00000226571.3,ENSG00000219806.1,ATP5PBP6,processed_pseudogene,chr6,139614438,139615204,139606400,139667097,ENST00000647815.1
ENSG00000226571.3,ENSG00000205695.3,ENSG00000205695,processed_pseudogene,chr6,139659928,139661513,139606400,139667097,ENST00000647815.1
ENSG00000231426.8,ENSG00000307256.1,ENSG00000307256,lncRNA,chr6,139679269,139697473,139677842,139750092,ENST00000824669.1
ENSG00000231426.8,ENSG00000297675.1,ENSG00000297675,lncRNA,chr6,139764398,139764834,139677842,139856763,ENST00000644936.1
ENSG00000231426.8,ENSG00000302102.1,ENSG00000302102,lncRNA,chr6,139777855,139778689,139677842,139856763,ENST00000644936.1
ENSG00000236013.9,ENSG00000294827.1,ENSG00000294827,lncRNA,chr6,140092715,140094918,140067982,140126145,ENST00000725933.1
ENSG00000288714.2,ENSG00000252107.1,RNA5SP220,rRNA_pseudogene,chr6,140158591,140158694,140148691,140314829,ENST00000683950.1
ENSG00000288714.2,ENSG00000263514.1,MIR3668,miRNA,chr6,140205252,140205326,140148691,140314829,ENST00000683950.1
ENSG00000288714.2,ENSG00000307447.1,ENSG00000307447,lncRNA,chr6,140239496,140252260,140148691,140314829,ENST00000683950.1
ENSG00000288714.2,ENSG00000307467.1,ENSG00000307467,lncRNA,chr6,140314948,140320699,140314931,140363128,ENST00000825769.1
ENSG00000288714.2,ENSG00000264390.1,MIR4465,miRNA,chr6,140683814,140683883,140671117,140757894,ENST00000684511.1
ENSG00000234147.5,ENSG00000264390.1,MIR4465,miRNA,chr6,140683814,140683883,140651562,140816131,ENST00000650553.2
ENSG00000288714.2,ENSG00000217684.2,RPS3AP24,transcribed_processed_pseudogene,chr6,140761529,140762262,140758035,140767780,ENST00000684511.1
ENSG00000234147.5,ENSG00000217684.2,RPS3AP24,transcribed_processed_pseudogene,chr6,140761529,140762262,140651562,140816131,ENST00000650553.2
ENSG00000299692.1,ENSG00000275138.1,ENSG00000275138,processed_pseudogene,chr6,141019788,141020026,140941964,141026938,ENST00000765626.1
ENSG00000135577.5,ENSG00000270983.1,ENSG00000270983,processed_pseudogene,chr6,142062717,142063053,142058464,142074196,ENST00000480652.1
ENSG00000135577.5,ENSG00000203733.6,GJE1,protein_coding,chr6,142132925,142135358,142089322,142147043,ENST00000258042.2
ENSG00000310391.1,ENSG00000310405.1,ENSG00000310405,lncRNA,chr6,142301026,142301340,142269284,142302342,ENST00000849528.1
ENSG00000112414.17,ENSG00000299180.1,ENSG00000299180,lncRNA,chr6,142377204,142377383,142370794,142381950,ENST00001108359.1
ENSG00000010818.13,ENSG00000237851.1,ENSG00000237851,lncRNA,chr6,142788123,142794086,142783616,142836934,ENST00000932994.2
ENSG00000010818.13,ENSG00000299710.1,ENSG00000299710,lncRNA,chr6,142915342,142917341,142907059,142944479,ENST00000703916.2
ENSG00000146416.20,ENSG00000225752.2,ENSG00000225752,lncRNA,chr6,143094034,143099683,143061067,143118504,ENST00001111356.1
ENSG00000146416.20,ENSG00000310769.1,ENSG00000310769,snoRNA,chr6,143254719,143254833,143165184,143284109,ENST00001124754.1
ENSG00000146416.20,ENSG00000217495.2,ENSG00000217495,processed_pseudogene,chr6,143298770,143299554,143284226,143308127,ENST00001116909.1
ENSG00000146416.20,ENSG00000216642.1,ENSG00000216642,processed_pseudogene,chr6,143327275,143327655,143284226,143333281,ENST00001128717.1
ENSG00000146416.20,ENSG00000217648.1,PARLP2,processed_pseudogene,chr6,143342246,143343383,143333446,143367770,ENST00001116901.1
ENSG00000189007.18,ENSG00000218896.1,TUBB8P2,processed_pseudogene,chr6,143436216,143436710,143433982,143438589,ENST00000606514.5
ENSG00000189007.18,ENSG00000223203.1,RNA5SP221,rRNA_pseudogene,chr6,143449809,143449911,143446899,143450562,ENST00001121453.1
ENSG00000278206.1,ENSG00000229036.8,VDAC1P8,transcribed_processed_pseudogene,chr6,143490515,143491367,143485249,143503393,ENST00000591892.2
ENSG00000112419.17,ENSG00000235740.2,PHACTR2-AS1,lncRNA,chr6,143554325,143562031,143537208,143712015,ENST00000367584.9
ENSG00000112419.17,ENSG00000302762.1,ENSG00000302762,lncRNA,chr6,143568662,143569347,143537208,143712015,ENST00000367584.9
ENSG00000112419.17,ENSG00000303354.1,ENSG00000303354,lncRNA,chr6,143613546,143614429,143537208,143712015,ENST00000367584.9
ENSG00000135521.11,ENSG00000270890.1,ENSG00000270890,processed_pseudogene,chr6,143858062,143858689,143858008,143860425,ENST00000868801.2
ENSG00000280148.1,ENSG00000270890.1,ENSG00000270890,processed_pseudogene,chr6,143858062,143858689,143858008,143860425,ENST00000454207.2
ENSG00000118495.23,ENSG00000283122.1,HYMAI,lncRNA,chr6,144004916,144008262,143968979,144008734,ENST00000891660.2
ENSG00000118495.23,ENSG00000276680.1,ENSG00000276680,misc_RNA,chr6,144007227,144007464,143968979,144008089,ENST00000647880.2
ENSG00000118495.23,ENSG00000217231.2,ENSG00000217231,processed_pseudogene,chr6,144036618,144037704,143968979,144064467,ENST00000437412.6
ENSG00000302628.1,ENSG00000216475.1,SSBP1P4,processed_pseudogene,chr6,144257034,144257624,144213232,144267917,ENST00000788251.1
ENSG00000152818.21,ENSG00000225311.1,ENSG00000225311,lncRNA,chr6,144311699,144333301,144291908,144403122,ENST00000987727.1
ENSG00000152818.21,ENSG00000219409.2,ENSG00000219409,processed_pseudogene,chr6,144397959,144398752,144331019,144403122,ENST00000628146.2
ENSG00000152818.21,ENSG00000302438.1,ENSG00000302438,lncRNA,chr6,144598096,144610837,144577289,144678405,ENST00001139250.1
ENSG00000152818.21,ENSG00000217195.1,ENSG00000217195,processed_pseudogene,chr6,144706733,144707047,144700244,144730356,ENST00001139250.1
ENSG00000152818.21,ENSG00000220739.2,ENSG00000220739,processed_pseudogene,chr6,144708106,144708497,144700244,144730356,ENST00001139250.1
ENSG00000112425.17,ENSG00000201119.1,RNU1-33P,snRNA,chr6,145463238,145463399,145384098,145502521,ENST00000638717.1
ENSG00000112425.17,ENSG00000217612.2,ENSG00000217612,processed_pseudogene,chr6,145489630,145492092,145384098,145502521,ENST00000638717.1
ENSG00000112425.17,ENSG00000307801.1,ENSG00000307801,lncRNA,chr6,145656214,145726061,145635487,145735197,ENST00000640297.1
ENSG00000288551.2,ENSG00000270638.1,ENSG00000270638,lncRNA,chr6,145735570,145737218,145734921,145749864,ENST00000829377.1
ENSG00000152822.16,ENSG00000187103.3,FUNDC2P3,processed_pseudogene,chr6,146171315,146171847,146159598,146304610,ENST00000706834.2
ENSG00000152822.16,ENSG00000222971.1,RNA5SP222,rRNA_pseudogene,chr6,146340420,146340524,146304847,146352249,ENST00000706834.2
ENSG00000152822.16,ENSG00000216811.2,ENSG00000216811,processed_pseudogene,chr6,146364931,146365494,146357695,146386889,ENST00000706834.2
ENSG00000118492.19,ENSG00000273719.1,ENSG00000273719,processed_pseudogene,chr6,146638844,146639261,146635538,146644772,ENST00000522396.5
ENSG00000118492.19,ENSG00000207431.2,RNU6-906P,snRNA,chr6,146639700,146639769,146635538,146644772,ENST00000522396.5
ENSG00000118492.19,ENSG00000293211.1,ENSG00000293211,lncRNA,chr6,146802359,146803824,146802012,146815031,ENST00000397944.8
ENSG00000118492.19,ENSG00000228283.4,KATNBL1P6,transcribed_processed_pseudogene,chr6,146802795,146803709,146802012,146815031,ENST00000397944.8
ENSG00000233452.10,ENSG00000227748.3,ENSG00000227748,lncRNA,chr6,146854983,146863460,146844713,146911551,ENST00000766220.1
ENSG00000233452.10,ENSG00000299817.1,ENSG00000299817,lncRNA,chr6,146910772,146915033,146851332,147001440,ENST00000766199.1
ENSG00000233452.10,ENSG00000289851.2,ENSG00000289851,lncRNA,chr6,146913376,146914945,146911666,146915675,ENST00000766220.1
ENSG00000233452.10,ENSG00000272397.1,ENSG00000272397,lncRNA,chr6,146948528,146951159,146946065,146972044,ENST00000766211.1
ENSG00000233452.10,ENSG00000299865.1,ENSG00000299865,lncRNA,chr6,147202619,147203398,147173949,147204412,ENST00000660355.1
ENSG00000294652.1,ENSG00000273997.1,ENSG00000273997,processed_pseudogene,chr6,147406531,147406824,147397640,147407400,ENST00000725019.1
ENSG00000227681.6,ENSG00000226249.2,ENSG00000226249,lncRNA,chr6,147741434,147743432,147660820,147947471,ENST00000427015.1
ENSG00000227681.6,ENSG00000306728.1,ENSG00000306728,lncRNA,chr6,147756976,147758734,147660820,147947471,ENST00000427015.1
ENSG00000224658.2,ENSG00000207345.1,RNU6-1222P,snRNA,chr6,148278672,148278778,148278481,148280282,ENST00000826880.1
ENSG00000111961.21,ENSG00000207345.1,RNU6-1222P,snRNA,chr6,148278672,148278778,148272378,148390133,ENST00000367469.5
ENSG00000111961.21,ENSG00000215223.3,CYP51A1P3,processed_pseudogene,chr6,148478693,148480763,148474223,148487613,ENST00001113816.1
ENSG00000309666.1,ENSG00000309685.1,ENSG00000309685,lncRNA,chr6,148739819,148741461,148736064,148743983,ENST00000842878.1
ENSG00000111962.10,ENSG00000227660.2,UST-AS1,lncRNA,chr6,148952637,148964696,148941435,149019138,ENST00000912224.2
ENSG00000111962.10,ENSG00000236591.2,UST-AS2,lncRNA,chr6,149027066,149032702,149021482,149073832,ENST00001077215.1
ENSG00000308521.1,ENSG00000308546.1,ENSG00000308546,lncRNA,chr6,149084186,149094543,149074555,149168924,ENST00000834740.1
ENSG00000308521.1,ENSG00000219487.2,ENSG00000219487,processed_pseudogene,chr6,149112009,149112672,149074555,149168924,ENST00000834740.1
ENSG00000308521.1,ENSG00000308559.1,ENSG00000308559,lncRNA,chr6,149131845,149133901,149074555,149168924,ENST00000834740.1
ENSG00000308521.1,ENSG00000289359.2,ENSG00000289359,lncRNA,chr6,149140119,149161931,149074555,149168924,ENST00000834740.1
ENSG00000055208.22,ENSG00000225924.3,TAB2-AS1,lncRNA,chr6,149243282,149257557,149218777,149378017,ENST00000606202.1
ENSG00000225924.3,ENSG00000283608.1,ENSG00000283608,lncRNA,chr6,149246095,149255415,149244002,149257383,ENST00000424421.3
ENSG00000055208.22,ENSG00000283608.1,ENSG00000283608,lncRNA,chr6,149246095,149255415,149218777,149378017,ENST00000606202.1
ENSG00000055208.22,ENSG00000241391.3,RN7SL234P,misc_RNA,chr6,149291352,149291646,149218777,149378017,ENST00000606202.1
ENSG00000055208.22,ENSG00000216265.1,FABP12P1,processed_pseudogene,chr6,149304107,149304428,149218777,149378017,ENST00000606202.1
ENSG00000055208.22,ENSG00000177688.7,SUMO4,protein_coding,chr6,149400262,149401278,149399185,149409576,ENST00000894599.2
ENSG00000131013.6,ENSG00000252244.1,RNU7-3P,snRNA,chr6,149516956,149517017,149512303,149517353,ENST00000340881.3
ENSG00000293098.1,ENSG00000202343.1,ENSG00000202343,snoRNA,chr6,149594625,149594759,149594540,149601555,ENST00000648980.1
ENSG00000186625.16,ENSG00000207292.1,Y_RNA,misc_RNA,chr6,149631437,149631549,149623284,149632758,ENST00000335647.9
ENSG00000120265.23,ENSG00000219433.2,BTBD10P2,processed_pseudogene,chr6,149794763,149795746,149793670,149796399,ENST00000917507.2
ENSG00000120265.23,ENSG00000231760.5,ENSG00000231760,lncRNA,chr6,149796151,149799150,149773170,149802199,ENST00000917506.2
ENSG00000120256.13,ENSG00000231760.5,ENSG00000231760,lncRNA,chr6,149796151,149799150,149795326,149826263,ENST00001114519.1
ENSG00000120256.13,ENSG00000273132.2,ENSG00000273132,lncRNA,chr6,149852378,149853194,149843125,149863407,ENST00001120260.1
ENSG00000285991.1,ENSG00000217733.2,CCT7P1,processed_pseudogene,chr6,149879962,149881572,149869079,149888538,ENST00000647612.1
ENSG00000268592.4,ENSG00000217733.2,CCT7P1,processed_pseudogene,chr6,149879962,149881572,149864383,149919186,ENST00000606915.2
ENSG00000268592.4,ENSG00000164520.13,RAET1E,protein_coding,chr6,149882982,149898118,149864383,149919186,ENST00000606915.2
ENSG00000268592.4,ENSG00000216906.2,ENSG00000216906,processed_pseudogene,chr6,149904243,149906418,149864383,149919186,ENST00000606915.2
ENSG00000223701.3,ENSG00000216906.2,ENSG00000216906,processed_pseudogene,chr6,149904243,149906418,149885674,149919186,ENST00000605899.1
ENSG00000293239.2,ENSG00000216621.9,ENSG00000216621,transcribed_processed_pseudogene,chr6,149935965,149936782,149934780,149939907,ENST00000725991.1
ENSG00000293239.2,ENSG00000294807.1,ENSG00000294807,lncRNA,chr6,149938199,149939592,149934780,149939907,ENST00000725991.1
ENSG00000219298.1,ENSG00000231120.3,BTF3P10,processed_pseudogene,chr6,149977922,149978416,149977735,149978818,ENST00000406262.1
ENSG00000198729.7,ENSG00000238594.1,ENSG00000238594,snoRNA,chr6,150164584,150164686,150143499,150214743,ENST00001123099.1
ENSG00000009765.17,ENSG00000220598.1,SSR1P1,processed_pseudogene,chr6,150384307,150385120,150369210,150389351,ENST00000392255.8
ENSG00000296954.1,ENSG00000297003.1,ENSG00000297003,lncRNA,chr6,150419224,150421986,150407889,150436017,ENST00000743816.1
ENSG00000296927.1,ENSG00000297003.1,ENSG00000297003,lncRNA,chr6,150419224,150421986,150414426,150492268,ENST00000743668.1
ENSG00000296927.1,ENSG00000296991.1,ENSG00000296991,lncRNA,chr6,150453356,150456545,150414426,150492268,ENST00000743668.1
ENSG00000120278.19,ENSG00000232891.1,ENSG00000232891,lncRNA,chr6,150600834,150605850,150600018,150650727,ENST00001120494.1
ENSG00000120278.19,ENSG00000224029.1,ENSG00000224029,lncRNA,chr6,150624677,150626086,150600018,150650727,ENST00001120494.1
ENSG00000120278.19,ENSG00000226599.1,ENSG00000226599,lncRNA,chr6,150650772,150652025,150600018,150733583,ENST00000856903.2
ENSG00000120278.19,ENSG00000301062.1,ENSG00000301062,lncRNA,chr6,150742133,150746009,150734093,150768637,ENST00001120494.1
ENSG00000120278.19,ENSG00000213089.4,PDCL3P5,processed_pseudogene,chr6,150827663,150828384,150823677,150830581,ENST00000856905.2
ENSG00000120254.18,ENSG00000218996.1,ARL4AP5,processed_pseudogene,chr6,150934968,150935566,150926296,150936803,ENST00000611279.5
ENSG00000120254.18,ENSG00000202119.1,RNU6-302P,snRNA,chr6,150939222,150939328,150938746,150944485,ENST00000611279.5
ENSG00000120254.18,ENSG00000232290.1,ENSG00000232290,lncRNA,chr6,151054897,151056057,151037118,151092466,ENST00000611279.5
ENSG00000120254.18,ENSG00000219747.1,RPL32P16,processed_pseudogene,chr6,151099529,151099933,151092588,151101525,ENST00000611279.5
ENSG00000223598.2,ENSG00000219747.1,RPL32P16,processed_pseudogene,chr6,151099529,151099933,151088381,151150888,ENST00000772727.1
ENSG00000223598.2,ENSG00000300629.1,ENSG00000300629,lncRNA,chr6,151147651,151153603,151138867,151228381,ENST00000772726.1
ENSG00000223598.2,ENSG00000238616.1,RNU6-300P,snRNA,chr6,151201341,151201444,151151139,151228381,ENST00000772727.1
ENSG00000223598.2,ENSG00000213087.3,ENSG00000213087,processed_pseudogene,chr6,151225550,151225947,151224718,151228381,ENST00000772729.1
ENSG00000131016.19,ENSG00000252431.1,RNU6-1247P,snRNA,chr6,151280515,151280612,151240725,151305746,ENST00001112323.1
ENSG00000131016.19,ENSG00000252487.1,RNY4P20,misc_RNA,chr6,151298841,151298933,151240725,151305746,ENST00001112323.1
ENSG00000131016.19,ENSG00000223039.1,RN7SKP268,misc_RNA,chr6,151319635,151319950,151305904,151348710,ENST00000903473.2
ENSG00000181472.7,ENSG00000252615.1,Y_RNA,misc_RNA,chr6,151378000,151378099,151373650,151384526,ENST00000869309.1
ENSG00000155906.22,ENSG00000219395.2,HSPA8P15,processed_pseudogene,chr6,151411259,151413945,151405837,151417278,ENST00000682641.2
ENSG00000155906.22,ENSG00000297566.1,ENSG00000297566,lncRNA,chr6,151449823,151451219,151445826,151452015,ENST00000682641.2
ENSG00000300966.1,ENSG00000207422.1,RNU6-813P,snRNA,chr6,151615773,151615879,151611273,151616720,ENST00000775276.1
ENSG00000120262.12,ENSG00000207422.1,RNU6-813P,snRNA,chr6,151615773,151615879,151615680,151617946,ENST00001014332.1
ENSG00000091831.27,ENSG00000294140.1,ENSG00000294140,lncRNA,chr6,151676035,151687792,151651797,151701874,ENST00000947759.1
ENSG00000091831.27,ENSG00000302357.1,ENSG00000302357,lncRNA,chr6,151759550,151764014,151702006,151807842,ENST00000947759.1
ENSG00000091831.27,ENSG00000302379.1,ENSG00000302379,lncRNA,chr6,151763552,151765138,151702006,151807842,ENST00000947759.1
ENSG00000091831.27,ENSG00000233823.1,ENSG00000233823,lncRNA,chr6,151813276,151814179,151808365,151842596,ENST00000947759.1
ENSG00000091831.27,ENSG00000287914.1,ENSG00000287914,lncRNA,chr6,152091712,152094009,152061125,152094384,ENST00000947759.1
ENSG00000091831.27,ENSG00000298278.1,ENSG00000298278,lncRNA,chr6,152103983,152110995,152061125,152125265,ENST00000427531.6
ENSG00000091831.27,ENSG00000284615.1,ENSG00000284615,lncRNA,chr6,152112759,152118397,152061125,152125265,ENST00000427531.6
ENSG00000131018.26,ENSG00000202044.1,RNA5SP223,rRNA_pseudogene,chr6,152410275,152410394,152409710,152413351,ENST00000423061.7
ENSG00000131018.26,ENSG00000233464.2,NANOGP11,lncRNA,chr6,152545930,152546984,152540022,152563130,ENST00000673281.1
ENSG00000120279.8,ENSG00000218792.2,HSPD1P16,processed_pseudogene,chr6,152705735,152706128,152698099,152722762,ENST00000529453.2
ENSG00000224893.7,ENSG00000306482.1,ENSG00000306482,lncRNA,chr6,152835345,152846034,152831937,152875706,ENST00000666093.1
ENSG00000224893.7,ENSG00000306505.1,ENSG00000306505,lncRNA,chr6,152863555,152871521,152831937,152875706,ENST00000666093.1
ENSG00000213121.3,ENSG00000218426.5,ENSG00000218426,processed_pseudogene,chr6,153282287,153282733,153231437,153286817,ENST00000785582.1
ENSG00000237312.3,ENSG00000222806.1,RNA5SP225,rRNA_pseudogene,chr6,153420438,153420572,153415518,153425722,ENST00000836505.1
ENSG00000112038.18,ENSG00000299863.1,ENSG00000299863,lncRNA,chr6,154047090,154059280,154039835,154089825,ENST00000520282.5
ENSG00000112038.18,ENSG00000299884.1,ENSG00000299884,lncRNA,chr6,154079687,154090198,154039835,154090951,ENST00000524150.2
ENSG00000074706.16,ENSG00000237593.1,RPL17P24,processed_pseudogene,chr6,154216931,154217489,154214277,154221256,ENST00000519344.6
ENSG00000288520.1,ENSG00000237593.1,RPL17P24,processed_pseudogene,chr6,154216931,154217489,154214277,154221256,ENST00000673182.1
ENSG00000112038.18,ENSG00000237593.1,RPL17P24,processed_pseudogene,chr6,154216931,154217489,154091473,154246692,ENST00000524150.2
ENSG00000074706.16,ENSG00000308666.1,ENSG00000308666,lncRNA,chr6,154267598,154267897,154265965,154289712,ENST00000890501.2
